Entity,Code,Day,total_vaccinations_per_hundred,"GDP per capita, PPP (constant 2011 international $)",Year,Year,Continent
Lithuania,LTU,2021-12-28,151.86,29524.2646006684,2017,2015,Europe
Lithuania,LTU,2021-12-29,152.66,29524.2646006684,2017,2015,Europe
Lithuania,LTU,2021-12-30,153.32,29524.2646006684,2017,2015,Europe
Lithuania,LTU,2021-12-31,153.58,29524.2646006684,2017,2015,Europe
Lithuania,LTU,2022-01-01,153.58,29524.2646006684,2017,2015,Europe
Lithuania,LTU,2022-01-02,153.58,29524.2646006684,2017,2015,Europe
Lithuania,LTU,2022-01-03,154.23,29524.2646006684,2017,2015,Europe
Lithuania,LTU,2022-01-04,154.98,29524.2646006684,2017,2015,Europe
Lithuania,LTU,2022-01-05,155.79,29524.2646006684,2017,2015,Europe
Lithuania,LTU,2022-01-06,156.63,29524.2646006684,2017,2015,Europe
Lithuania,LTU,2022-01-07,157.48,29524.2646006684,2017,2015,Europe
Lithuania,LTU,2022-01-08,157.66,29524.2646006684,2017,2015,Europe
Lithuania,LTU,2022-01-09,157.75,29524.2646006684,2017,2015,Europe
Low & middle income,,2020-01-21,,10014.43550213,2017,,
Low income,,2021-02-15,0,1888.15055708589,2017,,
Low income,,2021-02-22,0,1888.15055708589,2017,,
Low income,,2021-02-28,0,1888.15055708589,2017,,
Low income,,2021-03-01,0,1888.15055708589,2017,,
Low income,,2021-03-05,0.01,1888.15055708589,2017,,
Low income,,2021-03-06,0.03,1888.15055708589,2017,,
Low income,,2021-03-07,0.03,1888.15055708589,2017,,
Low income,,2021-03-08,0.03,1888.15055708589,2017,,
Low income,,2021-03-09,0.03,1888.15055708589,2017,,
Low income,,2021-03-10,0.04,1888.15055708589,2017,,
Low income,,2021-03-11,0.04,1888.15055708589,2017,,
Low income,,2021-03-12,0.04,1888.15055708589,2017,,
Low income,,2021-03-13,0.05,1888.15055708589,2017,,
Low income,,2021-03-14,0.05,1888.15055708589,2017,,
Low income,,2021-03-15,0.06,1888.15055708589,2017,,
Low income,,2021-03-16,0.06,1888.15055708589,2017,,
Low income,,2021-03-17,0.07,1888.15055708589,2017,,
Low income,,2021-03-18,0.07,1888.15055708589,2017,,
Low income,,2021-03-19,0.07,1888.15055708589,2017,,
Low income,,2021-03-20,0.07,1888.15055708589,2017,,
Low income,,2021-03-21,0.07,1888.15055708589,2017,,
Low income,,2021-03-22,0.07,1888.15055708589,2017,,
Low income,,2021-03-23,0.08,1888.15055708589,2017,,
Low income,,2021-03-24,0.09,1888.15055708589,2017,,
Low income,,2021-03-25,0.09,1888.15055708589,2017,,
Low income,,2021-03-26,0.1,1888.15055708589,2017,,
Low income,,2021-03-27,0.1,1888.15055708589,2017,,
Low income,,2021-03-28,0.11,1888.15055708589,2017,,
Low income,,2021-03-29,0.11,1888.15055708589,2017,,
Low income,,2021-03-30,0.11,1888.15055708589,2017,,
Low income,,2021-03-31,0.12,1888.15055708589,2017,,
Low income,,2021-04-01,0.13,1888.15055708589,2017,,
Low income,,2021-04-02,0.13,1888.15055708589,2017,,
Low income,,2021-04-04,0.13,1888.15055708589,2017,,
Low income,,2021-04-05,0.14,1888.15055708589,2017,,
Low income,,2021-04-06,0.15,1888.15055708589,2017,,
Low income,,2021-04-07,0.16,1888.15055708589,2017,,
Low income,,2021-04-08,0.24,1888.15055708589,2017,,
Low income,,2021-04-09,0.24,1888.15055708589,2017,,
Low income,,2021-04-10,0.25,1888.15055708589,2017,,
Low income,,2021-04-11,0.25,1888.15055708589,2017,,
Low income,,2021-04-12,0.26,1888.15055708589,2017,,
Low income,,2021-04-13,0.26,1888.15055708589,2017,,
Low income,,2021-04-14,0.27,1888.15055708589,2017,,
Low income,,2021-04-15,0.27,1888.15055708589,2017,,
Low income,,2021-04-16,0.28,1888.15055708589,2017,,
Low income,,2021-04-17,0.3,1888.15055708589,2017,,
Low income,,2021-04-18,0.31,1888.15055708589,2017,,
Low income,,2021-04-19,0.31,1888.15055708589,2017,,
Low income,,2021-04-20,0.31,1888.15055708589,2017,,
Low income,,2021-04-21,0.31,1888.15055708589,2017,,
Low income,,2021-04-22,0.33,1888.15055708589,2017,,
Low income,,2021-04-23,0.34,1888.15055708589,2017,,
Low income,,2021-04-24,0.34,1888.15055708589,2017,,
Low income,,2021-04-25,0.35,1888.15055708589,2017,,
Low income,,2021-04-26,0.35,1888.15055708589,2017,,
Low income,,2021-04-27,0.36,1888.15055708589,2017,,
Low income,,2021-04-28,0.46,1888.15055708589,2017,,
Low income,,2021-04-29,0.46,1888.15055708589,2017,,
Low income,,2021-04-30,0.46,1888.15055708589,2017,,
Low income,,2021-05-01,0.47,1888.15055708589,2017,,
Low income,,2021-05-02,0.47,1888.15055708589,2017,,
Low income,,2021-05-03,0.48,1888.15055708589,2017,,
Low income,,2021-05-04,0.48,1888.15055708589,2017,,
Low income,,2021-05-05,0.49,1888.15055708589,2017,,
Low income,,2021-05-06,0.5,1888.15055708589,2017,,
Low income,,2021-05-07,0.51,1888.15055708589,2017,,
Low income,,2021-05-08,0.52,1888.15055708589,2017,,
Low income,,2021-05-09,0.52,1888.15055708589,2017,,
Low income,,2021-05-10,0.52,1888.15055708589,2017,,
Low income,,2021-05-11,0.58,1888.15055708589,2017,,
Low income,,2021-05-12,0.65,1888.15055708589,2017,,
Low income,,2021-05-13,0.65,1888.15055708589,2017,,
Low income,,2021-05-14,0.66,1888.15055708589,2017,,
Low income,,2021-05-15,0.67,1888.15055708589,2017,,
Low income,,2021-05-16,0.67,1888.15055708589,2017,,
Low income,,2021-05-17,0.68,1888.15055708589,2017,,
Low income,,2021-05-18,0.69,1888.15055708589,2017,,
Low income,,2021-05-19,0.7,1888.15055708589,2017,,
Low income,,2021-05-20,0.71,1888.15055708589,2017,,
Low income,,2021-05-21,0.73,1888.15055708589,2017,,
Low income,,2021-05-22,0.74,1888.15055708589,2017,,
Low income,,2021-05-23,0.75,1888.15055708589,2017,,
Low income,,2021-05-24,0.76,1888.15055708589,2017,,
Low income,,2021-05-25,0.77,1888.15055708589,2017,,
Low income,,2021-05-26,0.79,1888.15055708589,2017,,
Low income,,2021-05-27,0.8,1888.15055708589,2017,,
Low income,,2021-05-28,0.81,1888.15055708589,2017,,
Low income,,2021-05-29,0.83,1888.15055708589,2017,,
Low income,,2021-05-30,0.87,1888.15055708589,2017,,
Low income,,2021-05-31,0.91,1888.15055708589,2017,,
Low income,,2021-06-01,0.91,1888.15055708589,2017,,
Low income,,2021-06-02,0.93,1888.15055708589,2017,,
Low income,,2021-06-03,0.94,1888.15055708589,2017,,
Low income,,2021-06-04,0.94,1888.15055708589,2017,,
Low income,,2021-06-05,0.95,1888.15055708589,2017,,
Low income,,2021-06-06,0.98,1888.15055708589,2017,,
Low income,,2021-06-07,1.01,1888.15055708589,2017,,
Low income,,2021-06-08,1.04,1888.15055708589,2017,,
Low income,,2021-06-09,1.04,1888.15055708589,2017,,
Low income,,2021-06-10,1.06,1888.15055708589,2017,,
Low income,,2021-06-11,1.07,1888.15055708589,2017,,
Low income,,2021-06-12,1.07,1888.15055708589,2017,,
Low income,,2021-06-13,1.07,1888.15055708589,2017,,
Low income,,2021-06-14,1.1,1888.15055708589,2017,,
Low income,,2021-06-15,1.11,1888.15055708589,2017,,
Low income,,2021-06-16,1.12,1888.15055708589,2017,,
Low income,,2021-06-17,1.12,1888.15055708589,2017,,
Low income,,2021-06-18,1.12,1888.15055708589,2017,,
Low income,,2021-06-19,1.13,1888.15055708589,2017,,
Low income,,2021-06-20,1.15,1888.15055708589,2017,,
Low income,,2021-06-21,1.16,1888.15055708589,2017,,
Low income,,2021-06-22,1.19,1888.15055708589,2017,,
Low income,,2021-06-23,1.2,1888.15055708589,2017,,
Low income,,2021-06-24,1.22,1888.15055708589,2017,,
Low income,,2021-06-25,1.22,1888.15055708589,2017,,
Low income,,2021-06-26,1.22,1888.15055708589,2017,,
Low income,,2021-06-27,1.24,1888.15055708589,2017,,
Low income,,2021-06-28,1.26,1888.15055708589,2017,,
Low income,,2021-06-29,1.27,1888.15055708589,2017,,
Low income,,2021-06-30,1.28,1888.15055708589,2017,,
Low income,,2021-07-01,1.3,1888.15055708589,2017,,
Low income,,2021-07-02,1.3,1888.15055708589,2017,,
Low income,,2021-07-03,1.3,1888.15055708589,2017,,
Low income,,2021-07-04,1.33,1888.15055708589,2017,,
Low income,,2021-07-05,1.35,1888.15055708589,2017,,
Low income,,2021-07-06,1.37,1888.15055708589,2017,,
Low income,,2021-07-07,1.37,1888.15055708589,2017,,
Low income,,2021-07-08,1.37,1888.15055708589,2017,,
Low income,,2021-07-09,1.38,1888.15055708589,2017,,
Low income,,2021-07-10,1.38,1888.15055708589,2017,,
Low income,,2021-07-11,1.39,1888.15055708589,2017,,
Low income,,2021-07-12,1.4,1888.15055708589,2017,,
Low income,,2021-07-13,1.4,1888.15055708589,2017,,
Low income,,2021-07-14,1.42,1888.15055708589,2017,,
Low income,,2021-07-15,1.42,1888.15055708589,2017,,
Low income,,2021-07-16,1.42,1888.15055708589,2017,,
Low income,,2021-07-17,1.42,1888.15055708589,2017,,
Low income,,2021-07-18,1.46,1888.15055708589,2017,,
Low income,,2021-07-19,1.5,1888.15055708589,2017,,
Low income,,2021-07-20,1.5,1888.15055708589,2017,,
Low income,,2021-07-21,1.5,1888.15055708589,2017,,
Low income,,2021-07-22,1.51,1888.15055708589,2017,,
Low income,,2021-07-23,1.51,1888.15055708589,2017,,
Low income,,2021-07-24,1.52,1888.15055708589,2017,,
Low income,,2021-07-25,1.52,1888.15055708589,2017,,
Low income,,2021-07-26,1.53,1888.15055708589,2017,,
Low income,,2021-07-27,1.53,1888.15055708589,2017,,
Low income,,2021-07-28,1.55,1888.15055708589,2017,,
Low income,,2021-07-29,1.55,1888.15055708589,2017,,
Low income,,2021-07-30,1.58,1888.15055708589,2017,,
Low income,,2021-07-31,1.58,1888.15055708589,2017,,
Low income,,2021-08-01,1.58,1888.15055708589,2017,,
Low income,,2021-08-02,1.59,1888.15055708589,2017,,
Low income,,2021-08-03,1.6,1888.15055708589,2017,,
Low income,,2021-08-04,1.6,1888.15055708589,2017,,
Low income,,2021-08-05,1.61,1888.15055708589,2017,,
Low income,,2021-08-06,1.61,1888.15055708589,2017,,
Low income,,2021-08-08,1.61,1888.15055708589,2017,,
Low income,,2021-08-09,1.79,1888.15055708589,2017,,
Low income,,2021-08-10,1.79,1888.15055708589,2017,,
Low income,,2021-08-11,1.8,1888.15055708589,2017,,
Low income,,2021-08-12,1.87,1888.15055708589,2017,,
Low income,,2021-08-13,1.87,1888.15055708589,2017,,
Low income,,2021-08-14,1.88,1888.15055708589,2017,,
Low income,,2021-08-15,1.88,1888.15055708589,2017,,
Low income,,2021-08-16,1.91,1888.15055708589,2017,,
Low income,,2021-08-17,1.91,1888.15055708589,2017,,
Low income,,2021-08-18,1.92,1888.15055708589,2017,,
Low income,,2021-08-19,1.97,1888.15055708589,2017,,
Low income,,2021-08-20,2.05,1888.15055708589,2017,,
Low income,,2021-08-21,2.07,1888.15055708589,2017,,
Low income,,2021-08-22,2.14,1888.15055708589,2017,,
Low income,,2021-08-23,2.17,1888.15055708589,2017,,
Low income,,2021-08-24,2.18,1888.15055708589,2017,,
Low income,,2021-08-25,2.29,1888.15055708589,2017,,
Low income,,2021-08-26,2.29,1888.15055708589,2017,,
Low income,,2021-08-27,2.32,1888.15055708589,2017,,
Low income,,2021-08-28,2.32,1888.15055708589,2017,,
Low income,,2021-08-29,2.4,1888.15055708589,2017,,
Low income,,2021-08-30,2.42,1888.15055708589,2017,,
Low income,,2021-08-31,2.54,1888.15055708589,2017,,
Low income,,2021-09-01,2.57,1888.15055708589,2017,,
Low income,,2021-09-02,2.57,1888.15055708589,2017,,
Low income,,2021-09-03,2.58,1888.15055708589,2017,,
Low income,,2021-09-04,2.58,1888.15055708589,2017,,
Low income,,2021-09-05,2.61,1888.15055708589,2017,,
Low income,,2021-09-06,2.7,1888.15055708589,2017,,
Low income,,2021-09-07,2.7,1888.15055708589,2017,,
Low income,,2021-09-08,2.75,1888.15055708589,2017,,
Low income,,2021-09-09,2.77,1888.15055708589,2017,,
Low income,,2021-09-10,2.78,1888.15055708589,2017,,
Low income,,2021-09-11,2.79,1888.15055708589,2017,,
Low income,,2021-09-12,2.81,1888.15055708589,2017,,
Low income,,2021-09-13,2.88,1888.15055708589,2017,,
Low income,,2021-09-14,3.09,1888.15055708589,2017,,
Low income,,2021-09-15,3.11,1888.15055708589,2017,,
Low income,,2021-09-16,3.12,1888.15055708589,2017,,
Low income,,2021-09-17,3.16,1888.15055708589,2017,,
Low income,,2021-09-18,3.21,1888.15055708589,2017,,
Low income,,2021-09-19,3.27,1888.15055708589,2017,,
Low income,,2021-09-20,3.32,1888.15055708589,2017,,
Low income,,2021-09-21,3.34,1888.15055708589,2017,,
Low income,,2021-09-22,3.48,1888.15055708589,2017,,
Low income,,2021-09-23,3.54,1888.15055708589,2017,,
Low income,,2021-09-24,3.57,1888.15055708589,2017,,
Low income,,2021-09-25,3.57,1888.15055708589,2017,,
Low income,,2021-09-26,3.64,1888.15055708589,2017,,
Low income,,2021-09-27,3.65,1888.15055708589,2017,,
Low income,,2021-09-28,3.67,1888.15055708589,2017,,
Low income,,2021-09-29,3.73,1888.15055708589,2017,,
Low income,,2021-09-30,3.81,1888.15055708589,2017,,
Low income,,2021-10-01,3.84,1888.15055708589,2017,,
Low income,,2021-10-02,3.84,1888.15055708589,2017,,
Low income,,2021-10-03,3.85,1888.15055708589,2017,,
Low income,,2021-10-04,3.85,1888.15055708589,2017,,
Low income,,2021-10-05,3.86,1888.15055708589,2017,,
Low income,,2021-10-06,3.88,1888.15055708589,2017,,
Low income,,2021-10-07,3.97,1888.15055708589,2017,,
Low income,,2021-10-08,4,1888.15055708589,2017,,
Low income,,2021-10-09,4,1888.15055708589,2017,,
Low income,,2021-10-10,4.04,1888.15055708589,2017,,
Low income,,2021-10-11,4.07,1888.15055708589,2017,,
Low income,,2021-10-12,4.11,1888.15055708589,2017,,
Low income,,2021-10-13,4.13,1888.15055708589,2017,,
Low income,,2021-10-14,4.26,1888.15055708589,2017,,
Low income,,2021-10-15,4.37,1888.15055708589,2017,,
Low income,,2021-10-16,4.37,1888.15055708589,2017,,
Low income,,2021-10-17,4.39,1888.15055708589,2017,,
Low income,,2021-10-18,4.4,1888.15055708589,2017,,
Low income,,2021-10-19,4.41,1888.15055708589,2017,,
Low income,,2021-10-20,4.47,1888.15055708589,2017,,
Low income,,2021-10-21,4.66,1888.15055708589,2017,,
Low income,,2021-10-22,4.68,1888.15055708589,2017,,
Low income,,2021-10-23,4.72,1888.15055708589,2017,,
Low income,,2021-10-24,4.75,1888.15055708589,2017,,
Low income,,2021-10-25,4.76,1888.15055708589,2017,,
Low income,,2021-10-26,4.8,1888.15055708589,2017,,
Low income,,2021-10-27,4.84,1888.15055708589,2017,,
Low income,,2021-10-28,5.09,1888.15055708589,2017,,
Low income,,2021-10-29,5.13,1888.15055708589,2017,,
Low income,,2021-10-30,5.14,1888.15055708589,2017,,
Low income,,2021-10-31,5.35,1888.15055708589,2017,,
Low income,,2021-11-01,5.36,1888.15055708589,2017,,
Low income,,2021-11-02,5.38,1888.15055708589,2017,,
Low income,,2021-11-03,5.4,1888.15055708589,2017,,
Low income,,2021-11-04,5.66,1888.15055708589,2017,,
Low income,,2021-11-05,5.67,1888.15055708589,2017,,
Low income,,2021-11-06,5.67,1888.15055708589,2017,,
Low income,,2021-11-07,5.69,1888.15055708589,2017,,
Low income,,2021-11-08,5.7,1888.15055708589,2017,,
Low income,,2021-11-09,5.71,1888.15055708589,2017,,
Low income,,2021-11-10,6.02,1888.15055708589,2017,,
Low income,,2021-11-11,6.06,1888.15055708589,2017,,
Low income,,2021-11-12,6.07,1888.15055708589,2017,,
Low income,,2021-11-13,6.11,1888.15055708589,2017,,
Low income,,2021-11-14,6.4,1888.15055708589,2017,,
Low income,,2021-11-15,6.57,1888.15055708589,2017,,
Low income,,2021-11-16,6.58,1888.15055708589,2017,,
Low income,,2021-11-17,6.59,1888.15055708589,2017,,
Low income,,2021-11-18,7,1888.15055708589,2017,,
Low income,,2021-11-19,7.02,1888.15055708589,2017,,
Low income,,2021-11-20,7.04,1888.15055708589,2017,,
Low income,,2021-11-21,7.08,1888.15055708589,2017,,
Low income,,2021-11-22,7.14,1888.15055708589,2017,,
Low income,,2021-11-23,7.22,1888.15055708589,2017,,
Low income,,2021-11-24,7.56,1888.15055708589,2017,,
Low income,,2021-11-25,7.65,1888.15055708589,2017,,
Low income,,2021-11-26,7.77,1888.15055708589,2017,,
Low income,,2021-11-27,7.85,1888.15055708589,2017,,
Low income,,2021-11-28,7.92,1888.15055708589,2017,,
Low income,,2021-11-29,8.03,1888.15055708589,2017,,
Low income,,2021-11-30,8.07,1888.15055708589,2017,,
Low income,,2021-12-01,8.11,1888.15055708589,2017,,
Low income,,2021-12-02,8.31,1888.15055708589,2017,,
Low income,,2021-12-03,8.41,1888.15055708589,2017,,
Low income,,2021-12-04,8.44,1888.15055708589,2017,,
Low income,,2021-12-05,8.47,1888.15055708589,2017,,
Low income,,2021-12-06,8.49,1888.15055708589,2017,,
Low income,,2021-12-07,8.51,1888.15055708589,2017,,
Low income,,2021-12-08,8.78,1888.15055708589,2017,,
Low income,,2021-12-09,9.44,1888.15055708589,2017,,
Low income,,2021-12-10,9.49,1888.15055708589,2017,,
Low income,,2021-12-11,9.5,1888.15055708589,2017,,
Low income,,2021-12-12,9.53,1888.15055708589,2017,,
Low income,,2021-12-13,9.63,1888.15055708589,2017,,
Low income,,2021-12-14,9.64,1888.15055708589,2017,,
Low income,,2021-12-15,10.23,1888.15055708589,2017,,
Low income,,2021-12-16,10.24,1888.15055708589,2017,,
Low income,,2021-12-17,10.27,1888.15055708589,2017,,
Low income,,2021-12-18,10.27,1888.15055708589,2017,,
Low income,,2021-12-19,10.31,1888.15055708589,2017,,
Low income,,2021-12-20,10.83,1888.15055708589,2017,,
Low income,,2021-12-21,10.85,1888.15055708589,2017,,
Low income,,2021-12-22,10.89,1888.15055708589,2017,,
Low income,,2021-12-23,11.13,1888.15055708589,2017,,
Low income,,2021-12-24,11.16,1888.15055708589,2017,,
Low income,,2021-12-25,11.17,1888.15055708589,2017,,
Low income,,2021-12-26,11.36,1888.15055708589,2017,,
Low income,,2021-12-27,11.46,1888.15055708589,2017,,
Low income,,2021-12-28,11.49,1888.15055708589,2017,,
Low income,,2021-12-29,11.5,1888.15055708589,2017,,
Low income,,2021-12-30,11.68,1888.15055708589,2017,,
Low income,,2021-12-31,11.73,1888.15055708589,2017,,
Low income,,2022-01-01,11.78,1888.15055708589,2017,,
Low income,,2022-01-02,11.79,1888.15055708589,2017,,
Low income,,2022-01-03,11.97,1888.15055708589,2017,,
Low income,,2022-01-04,12,1888.15055708589,2017,,
Low income,,2022-01-05,12.06,1888.15055708589,2017,,
Low income,,2022-01-06,12.23,1888.15055708589,2017,,
Low income,,2022-01-07,12.23,1888.15055708589,2017,,
Low income,,2022-01-09,12.27,1888.15055708589,2017,,
Lower middle income,,2021-01-12,0,6551.06640911773,2017,,
Lower middle income,,2021-01-15,0,6551.06640911773,2017,,
Lower middle income,,2021-01-16,0.01,6551.06640911773,2017,,
Lower middle income,,2021-01-17,0.01,6551.06640911773,2017,,
Lower middle income,,2021-01-18,0.01,6551.06640911773,2017,,
Lower middle income,,2021-01-19,0.02,6551.06640911773,2017,,
Lower middle income,,2021-01-20,0.02,6551.06640911773,2017,,
Lower middle income,,2021-01-21,0.03,6551.06640911773,2017,,
Lower middle income,,2021-01-22,0.05,6551.06640911773,2017,,
Lower middle income,,2021-01-23,0.05,6551.06640911773,2017,,
Lower middle income,,2021-01-24,0.05,6551.06640911773,2017,,
Lower middle income,,2021-01-25,0.07,6551.06640911773,2017,,
Lower middle income,,2021-01-26,0.07,6551.06640911773,2017,,
Lower middle income,,2021-01-27,0.08,6551.06640911773,2017,,
Lower middle income,,2021-01-28,0.1,6551.06640911773,2017,,
Lower middle income,,2021-01-29,0.12,6551.06640911773,2017,,
Lower middle income,,2021-01-30,0.13,6551.06640911773,2017,,
Lower middle income,,2021-01-31,0.13,6551.06640911773,2017,,
Lower middle income,,2021-02-01,0.15,6551.06640911773,2017,,
Lower middle income,,2021-02-02,0.16,6551.06640911773,2017,,
Lower middle income,,2021-02-03,0.17,6551.06640911773,2017,,
Lower middle income,,2021-02-04,0.19,6551.06640911773,2017,,
Lower middle income,,2021-02-05,0.22,6551.06640911773,2017,,
Lower middle income,,2021-02-06,0.24,6551.06640911773,2017,,
Lower middle income,,2021-02-07,0.24,6551.06640911773,2017,,
Lower middle income,,2021-02-08,0.26,6551.06640911773,2017,,
Lower middle income,,2021-02-09,0.28,6551.06640911773,2017,,
Lower middle income,,2021-02-10,0.3,6551.06640911773,2017,,
Lower middle income,,2021-02-11,0.32,6551.06640911773,2017,,
Lower middle income,,2021-02-12,0.35,6551.06640911773,2017,,
Lower middle income,,2021-02-13,0.37,6551.06640911773,2017,,
Lower middle income,,2021-02-14,0.38,6551.06640911773,2017,,
Lower middle income,,2021-02-15,0.41,6551.06640911773,2017,,
Lower middle income,,2021-02-16,0.44,6551.06640911773,2017,,
Lower middle income,,2021-02-17,0.46,6551.06640911773,2017,,
Lower middle income,,2021-02-18,0.5,6551.06640911773,2017,,
Lower middle income,,2021-02-19,0.52,6551.06640911773,2017,,
Lower middle income,,2021-02-20,0.56,6551.06640911773,2017,,
Lower middle income,,2021-02-21,0.57,6551.06640911773,2017,,
Lower middle income,,2021-02-22,0.59,6551.06640911773,2017,,
Lower middle income,,2021-02-23,0.62,6551.06640911773,2017,,
Lower middle income,,2021-02-24,0.65,6551.06640911773,2017,,
Lower middle income,,2021-02-25,0.69,6551.06640911773,2017,,
Lower middle income,,2021-02-26,0.72,6551.06640911773,2017,,
Lower middle income,,2021-02-27,0.75,6551.06640911773,2017,,
Lower middle income,,2021-02-28,0.76,6551.06640911773,2017,,
Lower middle income,,2021-03-01,0.78,6551.06640911773,2017,,
Lower middle income,,2021-03-02,0.83,6551.06640911773,2017,,
Lower middle income,,2021-03-03,0.88,6551.06640911773,2017,,
Lower middle income,,2021-03-04,0.94,6551.06640911773,2017,,
Lower middle income,,2021-03-05,0.99,6551.06640911773,2017,,
Lower middle income,,2021-03-06,1.04,6551.06640911773,2017,,
Lower middle income,,2021-03-07,1.06,6551.06640911773,2017,,
Lower middle income,,2021-03-08,1.13,6551.06640911773,2017,,
Lower middle income,,2021-03-09,1.19,6551.06640911773,2017,,
Lower middle income,,2021-03-10,1.27,6551.06640911773,2017,,
Lower middle income,,2021-03-11,1.3,6551.06640911773,2017,,
Lower middle income,,2021-03-12,1.37,6551.06640911773,2017,,
Lower middle income,,2021-03-13,1.44,6551.06640911773,2017,,
Lower middle income,,2021-03-14,1.47,6551.06640911773,2017,,
Lower middle income,,2021-03-15,1.58,6551.06640911773,2017,,
Lower middle income,,2021-03-16,1.67,6551.06640911773,2017,,
Lower middle income,,2021-03-17,1.75,6551.06640911773,2017,,
Lower middle income,,2021-03-18,1.84,6551.06640911773,2017,,
Lower middle income,,2021-03-19,1.99,6551.06640911773,2017,,
Lower middle income,,2021-03-20,2.08,6551.06640911773,2017,,
Lower middle income,,2021-03-21,2.1,6551.06640911773,2017,,
Lower middle income,,2021-03-22,2.22,6551.06640911773,2017,,
Lower middle income,,2021-03-23,2.34,6551.06640911773,2017,,
Lower middle income,,2021-03-24,2.44,6551.06640911773,2017,,
Lower middle income,,2021-03-25,2.53,6551.06640911773,2017,,
Lower middle income,,2021-03-26,2.64,6551.06640911773,2017,,
Lower middle income,,2021-03-27,2.73,6551.06640911773,2017,,
Lower middle income,,2021-03-28,2.76,6551.06640911773,2017,,
Lower middle income,,2021-03-29,2.79,6551.06640911773,2017,,
Lower middle income,,2021-03-30,2.86,6551.06640911773,2017,,
Lower middle income,,2021-03-31,3,6551.06640911773,2017,,
Lower middle income,,2021-04-01,3.14,6551.06640911773,2017,,
Lower middle income,,2021-04-02,3.28,6551.06640911773,2017,,
Lower middle income,,2021-04-03,3.38,6551.06640911773,2017,,
Lower middle income,,2021-04-04,3.49,6551.06640911773,2017,,
Lower middle income,,2021-04-05,3.62,6551.06640911773,2017,,
Lower middle income,,2021-04-06,3.78,6551.06640911773,2017,,
Lower middle income,,2021-04-07,3.9,6551.06640911773,2017,,
Lower middle income,,2021-04-08,4.06,6551.06640911773,2017,,
Lower middle income,,2021-04-09,4.18,6551.06640911773,2017,,
Lower middle income,,2021-04-10,4.33,6551.06640911773,2017,,
Lower middle income,,2021-04-11,4.44,6551.06640911773,2017,,
Lower middle income,,2021-04-12,4.59,6551.06640911773,2017,,
Lower middle income,,2021-04-13,4.69,6551.06640911773,2017,,
Lower middle income,,2021-04-14,4.82,6551.06640911773,2017,,
Lower middle income,,2021-04-15,4.94,6551.06640911773,2017,,
Lower middle income,,2021-04-16,5.03,6551.06640911773,2017,,
Lower middle income,,2021-04-17,5.13,6551.06640911773,2017,,
Lower middle income,,2021-04-18,5.2,6551.06640911773,2017,,
Lower middle income,,2021-04-19,5.32,6551.06640911773,2017,,
Lower middle income,,2021-04-20,5.36,6551.06640911773,2017,,
Lower middle income,,2021-04-21,5.46,6551.06640911773,2017,,
Lower middle income,,2021-04-22,5.58,6551.06640911773,2017,,
Lower middle income,,2021-04-23,5.63,6551.06640911773,2017,,
Lower middle income,,2021-04-24,5.64,6551.06640911773,2017,,
Lower middle income,,2021-04-25,5.86,6551.06640911773,2017,,
Lower middle income,,2021-04-26,5.98,6551.06640911773,2017,,
Lower middle income,,2021-04-27,6.09,6551.06640911773,2017,,
Lower middle income,,2021-04-28,6.22,6551.06640911773,2017,,
Lower middle income,,2021-04-29,6.32,6551.06640911773,2017,,
Lower middle income,,2021-04-30,6.42,6551.06640911773,2017,,
Lower middle income,,2021-05-01,6.48,6551.06640911773,2017,,
Lower middle income,,2021-05-02,6.51,6551.06640911773,2017,,
Lower middle income,,2021-05-03,6.58,6551.06640911773,2017,,
Lower middle income,,2021-05-04,6.73,6551.06640911773,2017,,
Lower middle income,,2021-05-05,6.82,6551.06640911773,2017,,
Lower middle income,,2021-05-06,6.95,6551.06640911773,2017,,
Lower middle income,,2021-05-07,7.08,6551.06640911773,2017,,
Lower middle income,,2021-05-08,7.17,6551.06640911773,2017,,
Lower middle income,,2021-05-09,7.23,6551.06640911773,2017,,
Lower middle income,,2021-05-10,7.38,6551.06640911773,2017,,
Lower middle income,,2021-05-11,7.51,6551.06640911773,2017,,
Lower middle income,,2021-05-12,7.6,6551.06640911773,2017,,
Lower middle income,,2021-05-13,7.71,6551.06640911773,2017,,
Lower middle income,,2021-05-14,7.76,6551.06640911773,2017,,
Lower middle income,,2021-05-15,7.84,6551.06640911773,2017,,
Lower middle income,,2021-05-16,7.88,6551.06640911773,2017,,
Lower middle income,,2021-05-17,7.97,6551.06640911773,2017,,
Lower middle income,,2021-05-18,8.06,6551.06640911773,2017,,
Lower middle income,,2021-05-19,8.13,6551.06640911773,2017,,
Lower middle income,,2021-05-20,8.26,6551.06640911773,2017,,
Lower middle income,,2021-05-21,8.31,6551.06640911773,2017,,
Lower middle income,,2021-05-22,8.44,6551.06640911773,2017,,
Lower middle income,,2021-05-23,8.49,6551.06640911773,2017,,
Lower middle income,,2021-05-24,8.63,6551.06640911773,2017,,
Lower middle income,,2021-05-25,8.73,6551.06640911773,2017,,
Lower middle income,,2021-05-26,8.84,6551.06640911773,2017,,
Lower middle income,,2021-05-27,8.97,6551.06640911773,2017,,
Lower middle income,,2021-05-28,9.04,6551.06640911773,2017,,
Lower middle income,,2021-05-29,9.18,6551.06640911773,2017,,
