Entity,Code,Day,total_vaccinations_per_hundred,"GDP per capita, PPP (constant 2011 international $)",Year,Year,Continent
Bangladesh,BGD,2021-04-20,4.46,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-04-22,4.66,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-04-24,4.78,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-04-25,4.9,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-04-26,4.98,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-04-27,5.05,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-04-28,5.12,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-04-29,5.19,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-05-02,5.27,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-05-03,5.32,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-05-04,5.37,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-05-05,5.43,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-05-06,5.49,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-05-08,5.54,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-05-09,5.6,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-05-11,5.66,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-05-12,5.7,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-05-16,5.72,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-05-17,5.76,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-05-18,5.8,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-05-19,5.8,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-05-20,5.86,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-05-22,5.89,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-05-24,5.93,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-05-25,5.95,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-05-27,5.98,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-05-29,5.99,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-05-30,6,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-05-31,6.01,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-06-01,6.01,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-06-03,6.03,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-06-05,6.03,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-06-06,6.03,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-06-07,6.04,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-06-08,6.04,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-06-10,6.05,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-06-12,6.05,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-06-14,6.06,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-06-16,6.06,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-06-17,6.06,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-06-19,6.06,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-06-20,6.07,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-06-21,6.07,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-06-22,6.07,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-06-23,6.07,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-06-24,6.07,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-06-26,6.07,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-06-28,6.07,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-06-29,6.07,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-06-30,6.08,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-07-03,6.08,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-07-05,6.08,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-07-08,6.08,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-07-13,6.08,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-07-21,6.08,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-07-22,6.21,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-07-24,6.21,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-07-25,6.23,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-07-26,6.26,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-07-27,6.3,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-07-28,6.57,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-07-29,6.73,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-07-30,7.06,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-07-31,7.73,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-08-01,7.9,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-08-02,8.09,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-08-03,8.48,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-08-05,8.73,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-08-07,8.84,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-08-08,10.63,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-08-09,11.23,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-08-10,11.6,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-08-11,11.9,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-08-12,12.15,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-08-13,12.24,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-08-14,12.41,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-08-15,12.58,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-08-16,12.62,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-08-17,12.89,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-08-18,13.09,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-08-19,13.33,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-08-21,13.48,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-08-22,13.72,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-08-23,13.99,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-08-24,14.27,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-08-25,14.58,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-08-26,14.9,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-08-29,15.36,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-08-31,15.92,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-09-02,16.23,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-09-04,16.44,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-09-05,16.67,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-09-06,16.88,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-09-07,17.18,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-09-08,19,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-09-09,19.69,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-09-11,20.27,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-09-12,20.62,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-09-13,20.91,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-09-14,21.16,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-09-15,21.34,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-09-16,21.56,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-09-18,21.83,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-09-19,22.15,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-09-20,22.49,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-09-21,22.81,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-09-22,23.16,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-09-23,23.52,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-09-25,23.84,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-09-26,24.24,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-09-27,24.64,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-09-28,24.93,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-09-29,29,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-10-01,29.8,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-10-03,30.54,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-10-04,30.89,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-10-05,31.23,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-10-06,31.59,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-10-07,31.92,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-10-09,32.04,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-10-10,32.59,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-10-11,32.95,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-10-12,33.24,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-10-13,33.51,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-10-14,33.74,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-10-16,33.75,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-10-17,33.86,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-10-18,34.44,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-10-19,34.8,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-10-21,35.14,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-10-23,36.17,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-10-25,36.6,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-10-31,42.4,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-11-01,42.93,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-11-02,43.31,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-11-03,43.72,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-11-04,44.08,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-11-06,44.42,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-11-07,45.43,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-11-08,46.23,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-11-09,47.12,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-11-10,48.76,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-11-11,49.66,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-11-13,50.41,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-11-14,50.7,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-11-15,51.07,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-11-17,51.87,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-11-18,52.31,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-11-24,55.16,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-11-25,55.76,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-11-27,56.39,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-11-28,56.39,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-11-29,57.55,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-11-30,57.99,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-12-01,59.27,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-12-02,60.05,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-12-04,60.85,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-12-05,61.4,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-12-06,61.99,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-12-07,62.34,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-12-08,63.22,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-12-09,64.08,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-12-10,76.48,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-12-11,76.87,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-12-12,77.43,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-12-13,78.08,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-12-14,78.88,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-12-15,78.99,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-12-16,79.2,3523.98385062592,2017,2015,Asia
Bangladesh,BGD,2021-12-17,79.54,3523.98385062592,2017,2015,Asia
Barbados,BRB,2021-02-15,1.56,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-02-16,2.32,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-02-17,3.17,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-02-18,4,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-02-19,5.01,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-02-20,5.5,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-02-21,5.75,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-02-22,6.63,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-02-23,7.66,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-02-24,8.89,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-02-25,10.18,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-02-26,11.69,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-02-27,12.77,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-02-28,13.42,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-03-01,14.29,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-03-02,15.03,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-03-03,15.59,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-03-04,16.14,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-03-05,16.85,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-03-06,16.99,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-03-07,17.14,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-03-08,17.17,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-03-09,17.29,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-03-10,17.47,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-03-11,17.62,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-03-12,17.72,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-03-13,17.93,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-03-14,18.17,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-03-15,18.47,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-03-16,18.99,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-03-17,19.47,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-03-18,20.23,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-03-19,20.93,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-03-20,21.24,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-03-21,21.46,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-03-22,21.47,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-03-23,21.82,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-03-25,21.83,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-03-26,22.14,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-03-29,22.14,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-03-30,22.15,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-03-31,22.15,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-04-01,22.15,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-04-02,22.15,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-04-07,22.16,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-04-08,22.47,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-04-09,22.89,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-04-10,22.9,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-04-14,22.96,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-04-15,23.25,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-04-16,23.8,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-04-17,24.15,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-04-18,24.59,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-04-19,24.64,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-04-20,24.72,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-04-21,24.8,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-04-22,24.9,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-04-23,24.98,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-04-24,25.28,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-04-25,25.58,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-04-26,25.61,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-04-27,25.65,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-04-28,25.7,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-04-29,25.73,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-04-30,25.8,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-01,31.68,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-02,32.29,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-03,33.02,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-04,33.83,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-05,34.96,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-06,36.09,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-07,36.81,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-08,37.32,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-09,37.61,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-10,38.3,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-11,39.01,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-12,39.85,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-13,40.64,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-14,41.21,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-15,41.3,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-16,41.65,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-17,42.16,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-18,42.81,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-19,43.62,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-20,44.48,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-21,44.91,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-22,45.28,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-23,45.65,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-24,45.88,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-25,46.3,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-26,46.95,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-27,47.4,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-28,47.95,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-29,48.1,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-30,48.24,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-05-31,48.44,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-06-01,48.77,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-06-02,49.11,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-06-04,49.87,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-06-05,49.93,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-06-06,50.16,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-06-07,50.36,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-06-08,50.73,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-06-09,51.11,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-06-10,51.58,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-06-11,51.87,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-06-12,51.97,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-06-13,52.24,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-06-14,52.49,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-06-15,52.93,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-06-16,53.3,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-06-17,54.02,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-06-18,54.51,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-06-19,54.67,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-06-20,55.06,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-06-21,55.26,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-06-22,55.7,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-06-23,55.98,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-06-24,56.43,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-06-25,56.82,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-06-26,56.9,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-06-27,57.25,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-06-28,57.47,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-06-29,57.77,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-06-30,57.89,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-07-02,58.05,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-07-06,58.18,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-07-07,58.31,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-07-08,58.42,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-07-09,58.57,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-07-10,58.64,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-07-11,58.68,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-07-12,58.72,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-07-13,58.89,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-07-14,59.05,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-07-15,59.17,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-07-16,59.38,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-07-17,59.45,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-07-18,59.66,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-07-19,59.7,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-07-20,59.81,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-07-21,59.92,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-07-23,60.11,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-07-24,60.11,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-07-25,60.25,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-07-26,60.36,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-07-27,60.52,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-07-28,60.54,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-07-29,60.94,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-07-30,61.15,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-07-31,61.15,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-01,61.34,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-02,61.34,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-03,61.41,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-04,61.54,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-05,61.93,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-06,62.24,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-07,62.4,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-08,62.83,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-09,63.02,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-10,63.53,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-11,63.78,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-12,64.35,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-13,64.68,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-14,64.69,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-15,64.92,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-16,65.1,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-17,65.46,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-18,65.72,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-19,66.29,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-20,66.62,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-21,66.97,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-22,67.39,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-23,67.78,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-24,68.37,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-25,68.95,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-26,69.31,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-27,69.76,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-28,70.07,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-29,70.48,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-08-30,71,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-09-01,71.96,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-09-02,72.45,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-09-03,72.91,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-09-04,73.13,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-09-05,73.36,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-09-06,73.76,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-09-07,74.06,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-09-09,74.72,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-09-10,75.08,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-09-11,75.29,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-09-12,75.51,16978.0676859393,2017,2015,North America
Barbados,BRB,2021-09-13,75.82,16978.0676859393,2017,2015,North America
